genre_ids,id,original_language,overview,release_date,title
"['Adventure', 'Action', 'Drama']",1091157,ja,"['Takarazuka', 'Star', 'Troupe,', '2015.', 'Since', 'Columbus', 'had', 'discovered', 'the', 'New', 'World,', 'the', 'Caribbean', 'became', 'a', 'part', 'of', 'the', 'European', 'history,', 'and', 'the', 'pirates', 'helped', 'incorporate', 'the', 'Caribbean', 'into', 'the', 'European', 'sphere', 'of', 'influence', 'with', 'their', 'art', 'of', 'navigation.', 'One', 'day', 'lately', 'in', 'the', 'seventeenth', 'century,', 'Spanish', 'Santa', 'Catalina', 'Island', 'is', 'assaulted', 'and', 'its', 'town', 'is', 'burnt', 'down', 'by', 'the', 'English', 'pirates', 'headed', 'by', 'Edgar.', 'The', 'governor', 'and', 'his', 'wife', 'are', 'killed.', 'However,', 'the', ""governor's"", 'son,', 'Emilio,', 'manages', 'his', 'escape', 'and', 'dives', 'alone', 'into', 'the', 'sea...']",2015-12-14,"Great Pirates / Amour, it's something like..."
"['Thriller', 'TV Movie']",995231,en,"['Alexa', 'Reikowski,', 'a', 'rookie', 'FBI', 'agent,', 'embeds', 'herself', 'in', 'a', 'suspected', 'terrorist', 'family,', 'after', 'a', 'attack', 'on', 'American', 'soil.']",2016-01-01,Recon
"['Romance', 'Drama']",633073,en,"['In', 'the', 'midst', 'of', 'an', 'arduous', 'divorce', 'battle,', 'a', 'real', 'estate', 'tycoon', 'opts', 'for', 'a', 'life', 'of', 'partying', 'and', 'sex', 'until', 'feelings', 'for', 'his', 'childhood', 'friend', 'surface.']",2018-11-20,Pierre Jackson
"['Drama', 'Comedy', 'Romance']",13159,en,"['Rebellious,', 'uncontrollable', 'teenager,', 'Rachel', 'is', 'hauled', 'off', 'by', 'her', 'dysfunctional', 'mother', 'to', 'spend', 'the', 'summer', 'with', 'her', 'estranged', 'grandmother,', 'Georgia.', 'Her', 'journey', 'will', 'lead', 'all', 'three', 'women', 'to', 'revelations', 'of', 'buried', 'family', 'secrets', 'and', 'an', 'understanding', 'that', '-', 'regardless', 'what', 'happens', '-', 'the', 'ties', 'that', 'bind', 'can', 'never', 'be', 'broken.']",2007-05-10,Georgia Rule
['Music'],348945,fr,"['Inspired', 'by', 'a', 'fable', 'by', 'La', 'Fontaine,', '[composer', 'Jean-Philippe]', 'Rameau', 'produced', 'perhaps', 'his', 'most', 'brilliant', 'music', 'for', 'his', 'penultimate', 'great', 'work,', 'blending', 'reality', 'and', 'the', 'surreal', 'on', 'several', 'levels.']",2005-03-13,Les Paladins
"['Action', 'Adventure', 'History', 'Science Fiction']",137261,ja,"['Leading', 'an', 'expedition', 'in', 'Germany,', 'Kougami', 'unseals', 'the', 'resting', 'place', 'of', 'one', 'of', 'the', 'alchemists', 'that', 'created', 'the', 'Core', 'Medals', 'in', 'an', 'effort', 'to', 'retrieve', 'a', 'set', 'of', 'lost', 'Medals.', 'However,', 'upon', 'the', 'seal', 'being', 'undone,', 'millions', 'of', 'Cell', 'Medals', 'erupt', 'into', 'a', 'tower', 'while', 'creating', 'a', 'magical', 'barrier', 'that', 'causes', 'parts', 'of', 'Japan', 'to', 'flip', 'over.', 'As', 'the', 'alchemist', 'reveals', 'her', 'plans', 'to', 'become', 'a', 'new', 'OOO,', 'Eiji', 'and', 'his', 'friends', 'are', 'thrown', 'into', 'the', 'past', 'and', 'must', 'find', 'their', 'way', 'back', 'home', 'and', 'stop', 'the', 'alchemist', 'before', 'she', 'destroys', 'the', 'world!']",2011-08-06,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals
"['Drama', 'Romance']",13433,en,"['Sandy,', 'a', 'geologist,', 'finds', 'herself', 'stuck', 'on', 'a', 'field', 'trip', 'to', 'the', 'Pilbara', 'desert', 'with', 'a', 'Japanese', 'man', 'she', 'finds', 'inscrutable,', 'annoying', 'and', 'decidedly', 'arrogant.', ""Hiromitsu's"", 'view', 'of', 'her', 'is', 'not', 'much', 'better.', 'Things', 'go', 'from', 'bad', 'to', 'worse', 'when', 'they', 'become', 'stranded', 'in', 'one', 'of', 'the', 'most', 'remote', 'regions', 'on', 'Earth.']",2003-08-30,Japanese Story
['Drama'],520488,sv,"['A', 'Swedish', 'film', 'noir', 'with', 'the', 'character', 'of', 'a', 'French', 'noir', ""('Quai"", 'des', ""brumes',"", ""'Le"", 'jour', 'se', ""lève')."", 'Two', 'worlds', 'meet', 'for', 'a', 'brief', 'experience', 'of', 'happiness', 'ended', 'by', 'a', 'violent', 'tragedy.', 'In', 'one', 'world', 'the', 'unhappy', 'prostitute', '(Ulla)', 'finds', 'a', 'drunken', 'young', 'man', '(Nisse)', 'who', 'had', 'previously', 'failed', 'in', 'many', 'occupations.', 'She', 'takes', 'him', 'home.', 'Her', 'feelings', 'are', 'like', 'those', 'for', 'a', 'younger', 'brother.']",1955-08-21,Wild Birds
['Romance'],226741,en,"['Main', 'opponents', 'at', 'the', ""mayor's"", 'election', 'in', 'Nashville', 'are', 'the', 'middle-class', 'Jones', 'and', 'rich', 'Adams.', 'Their', 'children,', '21', 'years', 'old', 'Thommy', 'Lee', 'and', '17', 'years', 'old', 'Elisabeth', 'Adams,', 'meet', 'each', 'other', 'in', 'a', 'bar', 'and', 'are', 'immediately', 'sympathetic.', 'But', 'when', 'her', 'father', 'sees', 'him', 'on', 'a', 'party', 'of', ""her's,"", 'he', 'almost', 'throws', 'him', 'out', '-', 'afraid', 'of', 'being', 'spied', 'on', '-', 'and', 'later', 'prohibits', 'her', 'any', 'further', 'contact.', 'The', 'two', 'continue', 'meeting', 'nevertheless', 'and', 'develop', 'a', 'romantic', 'relationship.', 'But', 'they', ""can't"", 'keep', 'it', 'secret', 'for', 'very', 'long', 'and', 'eventually', 'get', 'drawn', 'into', 'an', 'intrigue', 'against', ""Elizabeth's"", 'father.']",1985-09-26,Running Mates
"['Thriller', 'Mystery', 'Science Fiction']",792678,ja,"['Six', 'complete', 'strangers', 'with', 'widely', 'varying', 'personalities', 'are', 'involuntarily', 'placed', 'in', 'an', 'endless', 'maze', 'of', 'interlocking', 'cube-shaped', 'rooms', 'containing', 'deadly', 'traps.']",2021-10-22,Cube
['Drama'],957568,ta,"['Engaveetu', 'Ramayanam', 'is', 'a', '1987', 'Indian', 'Tamil', 'film,', 'directed', 'by', 'K.', 'Chozha', 'Raajan', 'and', 'Produced', 'by', 'K.', 'Raja', 'Rajan.', 'The', 'film', 'stars', 'Karthik,', 'Illavarsi,', 'Mahalakshmi', 'and', 'S.V.', 'Sekhar', 'in', 'lead', 'roles.']",1987-01-01,Enga Veetu Ramayanam
"['Fantasy', 'Horror', 'Comedy']",927,en,"['After', 'receiving', 'an', 'exotic', 'small', 'animal', 'as', 'a', 'Christmas', 'gift,', 'a', 'young', 'man', 'inadvertently', 'breaks', 'three', 'important', 'rules', 'concerning', 'his', 'new', 'pet,', 'which', 'unleashes', 'a', 'horde', 'of', 'malevolently', 'mischievous', 'creatures', 'on', 'a', 'small', 'town.']",1984-06-08,Gremlins
"['Comedy', 'Romance']",296188,en,"['A', 'burn-out', 'elementary', 'school', 'principal', 'and', 'a', 'bi-polar', 'third', 'grade', 'teacher', 'see', 'their', 'troubled', 'worlds', 'come', 'together', 'in', 'a', 'developing', 'relationship', 'that', 'feels', 'almost', '-', 'well,', 'perfect.']",2006-02-07,Moonpie
"['Action', 'Drama', 'History']",1185528,zh,"['Under', 'Genghis', 'Khan,', 'the', 'Mongolian', 'army', 'pushes', 'west', 'to', 'destroy', 'the', 'Jin', 'Dynasty,', 'setting', 'its', 'sights', 'on', 'the', 'Song', 'Dynasty', 'next.', 'Amid', 'internal', 'conflicts', 'among', 'martial', 'arts', 'schools,', 'Guo', 'Jing', 'unites', 'the', 'Central', ""Plains'"", 'warriors', 'to', 'defend', 'Xiangyang,', 'embodying', 'courage', 'and', 'loyalty', 'in', 'the', 'fight', 'for', 'the', 'nation.']",2025-01-29,Legends of the Condor Heroes: The Gallants
[],1318218,en,"['A', 'time', 'travel', 'story', 'that', 'brings', 'Irdina', '(Sharifah', 'Rose)', 'back', 'to', 'her', 'past', '10', 'years', 'ago', 'after', 'finding', 'an', 'old', 'computer', 'belonging', 'to', 'a', 'professor.', 'Irdina', 'bought', 'an', 'auction', 'house', 'that', 'had', 'been', 'abandoned', 'almost', '5', 'years', 'ago.', 'According', 'to', 'neighbors', 'there,', 'the', 'house', 'belonged', 'to', 'a', 'Professor', 'named', 'Aida', '(Sherry', 'Ibrahim)', 'who', 'died', 'in', '2017.', 'One', 'day,', 'Irdina', 'came', 'across', 'a', 'secret', 'door.', 'Inside', 'is', 'a', 'room', 'with', 'technological', 'equipment', 'that', 'allows', 'one', 'to', 'enter', 'the', 'year', '2013.', 'Irdina', 'only', 'needs', 'to', 'select', 'a', 'date', 'and', 'the', 'machine', 'will', 'take', 'her', 'to', 'that', 'time.', 'She', 'is', 'thrilled', 'to', 'be', 'able', 'to', 'change', 'history', 'and', 'wants', 'to', 'change', 'her', 'own', 'love', 'story.', 'Having', 'a', 'chance', 'meeting', 'with', 'Professor', 'Aida,', 'he', 'warned', 'Irdina', 'not', 'to', 'ever', 'change', 'history.', 'When', 'Irdina', 'does', 'that,', 'everything', 'goes', 'haywire!']",2024-02-14,Detik
[],466068,en,"['Girl', ""Skateboard's"", 'latest', 'film', 'UNBELEAFABLE', 'is', 'a', '3-D', 'short', 'produced', 'in', 'partnership', 'with', 'the', ""Levi's"", 'Film', 'Workshop.', 'Girl', 'has', 'created', 'some', 'of', 'the', 'most', 'memorable', 'skate', 'videos', 'from', 'the', 'past', 'decade', 'including', 'MOUSE', 'and', 'YEAH', 'RIGHT!', 'But', 'this', 'is', 'the', 'first', 'skate', 'film', 'that', 'Girl,', 'or', 'anyone', 'else,', 'has', 'ever', 'shot', 'and', 'released', 'in', 'full', 'color', 'stereo', '3D.']",2011-06-12,Unbeleafable
['Drama'],1291499,en,"['A', 'carefully', 'constructed', 'marriage', 'implodes', 'when', 'an', 'unexpected', 'call', 'unleashes', 'the', 'fragility', 'and', 'wounds', 'that', 'have', 'been', 'simmering', 'for', 'years.']",2023-07-01,A Shattering
"['Action', 'Thriller', 'Crime']",695080,en,"['A', 'neo-noir', 'set', 'in', 'the', 'New', 'York', ""City's"", 'corrupt', 'contemporary', 'art', 'world', 'where', 'the', 'art', 'dealer', 'John', 'Kaplan', 'and', 'the', 'ruthless', 'head', 'of', 'New', ""York's"", 'mafia,', 'Michael', 'Rubino,', 'fight', 'for', 'money,', 'art,', 'power', 'and', 'love.']",2021-10-01,American Night
"['Comedy', 'Romance']",1139007,en,"['In', 'a', 'world', 'where', 'the', 'Metaverse', 'has', 'become', 'widely', 'adopted,', 'four', 'couples', 'go', 'to', 'ridiculous', 'lengths', 'to', 'find', 'true', 'love', 'in', 'a', 'virtual', 'world.', 'Love', 'Virtually', 'is', 'a', 'retro', 'future', 'satirical', 'rom-com', 'for', 'the', 'Metaverse', 'era,', 'blending', 'live', 'action', 'and', '3D', 'animation', 'as', 'It', 'explores', 'and', 'exposes', 'the', 'absurd', 'reality', 'of', 'our', 'world', 'and', 'where', 'we', 'are', 'heading,', 'while', 'probing', 'life’s', 'deepest', 'questions', 'such', 'as:', 'How', 'does', 'a', 'celebrity', 'find', 'someone', 'who', 'loves', 'them', 'for', 'their', 'true', 'selves?', 'Is', 'it', 'cheating', 'if', 'it’s', 'in', 'VR?', 'and,', 'Is', 'it', 'cheating', 'if', 'it’s', 'with', 'an', 'AI?']",2023-11-07,Love Virtually
['Documentary'],934627,en,"['Steve', '‘Spaz’', 'Williams', 'is', 'a', 'pioneer', 'in', 'computer', 'animation.', 'His', 'digital', 'dinosaurs', 'of', 'Jurassic', 'Park', 'transformed', 'Hollywood', 'in', '1993,', 'but', 'an', 'appetite', 'for', 'anarchy', 'and', 'reckless', 'disregard', 'for', 'authority', 'may', 'have', 'cost', 'him', 'the', 'recognition', 'he', 'deserved.']",2022-12-16,Jurassic Punk
"['Adventure', 'Drama']",860779,tr,"['Halil', 'is', 'a', 'teenage', 'boy,', 'son', 'of', 'a', 'poor', 'porter,', 'and', 'sees', 'him', 'dying', 'when', 'serving', 'a', 'man', 'without', 'compassion.', 'Halil', 'keeps', 'on', 'with', ""father's"", 'work,', 'to', 'pay', 'for', 'his', 'younger', 'brother', 'and', 'their', 'old', 'mother', 'food', 'and', 'shelter', 'in', 'a', 'slum.', 'Then,', 'the', 'horse', 'that', 'pulled', 'the', 'chariot', 'dies,', 'and', 'Khalil', 'goes', 'on,', 'taking', 'the', ""animal's"", 'place.', 'A', 'rich', 'man', 'tries', 'to', 'kill', 'another,', 'and', 'pays', 'Halil', 'to', 'pick', 'up', 'the', 'revolver,', 'and', 'take', 'the', 'blame', '-', 'going', 'to', 'prison', 'instead', 'of', 'him.', 'Halil', 'accepts,', 'and', 'takes', 'the', 'money', 'to', 'his', 'mother.', 'In', 'prison,', 'Halil', 'grows', 'up', 'as', 'a', 'rowdy', 'man.', 'Later,', 'fate', 'will', 'bring', 'the', 'two', 'brothers', 'together,', 'but', 'in', 'opposite', 'sides', 'of', 'the', 'law:', 'Halil', 'is', 'a', 'paid', 'assassin,', 'and', 'his', 'brother', 'is', 'a', 'public', 'prosecutor.', 'When', 'the', 'Mafia', 'pays', 'Halil', 'to', 'kill', 'his', 'own', 'brother,', 'he', 'refuses', '-', 'and', 'the', 'Mafia', 'retaliates', 'by', 'killing', 'his', 'wife.', 'Halil', 'vows', 'to', 'revenge', 'her.']",1979-02-02,İnsanları Seveceksin
['Drama'],327517,ta,"['An', 'estranged', 'son', 'visits', 'his', 'ailing', 'father', 'and', 'tries', 'to', 'figure', 'out', 'the', 'reason', 'behind', 'the', ""latter's"", 'silent', 'remorse.', 'When', 'he', 'learns', 'about', 'his', ""father's"", 'past,', 'he', 'makes', 'a', 'decision', 'that', 'may', 'help', 'his', 'father.']",1990-02-26,Marupakkam
[],1184184,ko,"['Flesh', 'to', 'digress,', 'impulse', 'to', 'degress.']",2009-01-01,Digression/Degression
"['Thriller', 'Drama']",1078959,en,"['In', 'the', 'midst', 'of', 'a', 'new', 'scheme', 'to', 'publicly', 'report', 'surgeons’', 'performance,', 'a', 'gifted', 'surgeon’s', 'life', 'is', 'thrown', 'into', 'disarray', 'as', 'her', 'colleagues', 'begin', 'to', 'close', 'ranks,', 'and', 'even', 'her', 'partner,', 'a', 'nurse', 'at', 'the', 'hospital,', 'turns', 'her', 'back', 'on', 'her.']",2024-09-20,A Mistake
"['Drama', 'Thriller']",562169,es,"['Rosario', 'was', 'unjustly', 'condemned', 'for', 'a', 'robbery', 'committed', 'in', 'the', 'theater', 'where', 'she', 'worked', 'as', 'secretary', 'of', 'producer', 'Gaston', 'Leducq.', 'When', 'she', 'leaves', 'prison,', 'she', 'tries', 'to', 'prove', 'her', 'innocence', 'to', 'Gaston,', 'but', 'things', 'do', 'not', 'happen', 'as', 'she', 'expected.']",1958-09-17,Cita imposible
"['Romance', 'Drama', 'War']",223816,en,"['On', 'leave', 'in', 'Italy,', 'Lt.', 'Tommy', 'Knowlton', 'falls', 'in', 'love', 'with', 'Jean', 'Standish,', ""who's"", 'not', 'only', 'married,', 'but', 'is', 'the', 'daughter', 'of', 'his', ""submarine's"", 'commander.', 'Friction', 'between', 'the', 'two', 'officers', 'becomes', 'intolerable', 'once', 'at', 'sea', 'and', 'after', 'Commander', 'Toler', 'is', 'forced', 'to', 'abandon', ""Tommy's"", 'best', 'friend', 'topside', 'while', 'the', 'sub', 'dives', 'to', 'escape', 'enemy', 'planes,', 'Tommy', 'is', 'no', 'longer', 'able', 'to', 'contain', 'his', 'anger.']",1933-06-08,Hell Below
"['Drama', 'Thriller']",1313006,it,"['Luigi', 'looks', 'after', 'his', 'mother', 'and', 'his', 'little', 'brother', 'since', 'their', 'abusive', 'father', 'Franco', 'left', 'when', 'he', 'was', '10.', 'Now', 'a', 'young', 'man', 'brimming', 'with', 'rage,', 'he', 'joins', 'a', 'far-right', 'gang', 'in', 'search', 'of', 'belonging', 'just', 'as', 'Franco', 'shows', 'up', 'again', 'in', 'their', 'life.']",2024-10-02,Familia
['Comedy'],40963,en,"['An', 'aging', 'out', 'of', 'work', 'clown', 'returns', 'to', 'his', 'small', 'hometown,', 'resigned', 'to', 'spend', 'the', 'rest', 'of', 'his', 'days', 'in', 'a', 'drunken', 'stupor.', 'But', 'when', 'his', 'passion', 'for', 'clowning', 'is', 'reawakened', 'by', 'the', 'local', 'amateur', 'circus', 'he', 'finds', 'his', 'smile.']",2006-01-01,Little Big Top
"['Drama', 'Comedy', 'War']",116554,en,"['Few', 'wartime', 'prisoners', 'have', 'attempted', 'escape', 'quite', 'as', 'many', 'times', 'as', 'bumbling', 'RAF', 'Officer', 'James', 'Forrester.', 'Though', 'Officer', 'Forrester', 'has', 'twenty-three', 'escape', 'attempts', 'to', 'his', 'name,', 'each', 'successive', 'attempt', 'he', 'makes', 'to', 'break', 'free', 'somehow', 'seems', 'to', 'go', 'worse', 'than', 'the', 'last.', 'But', 'this', 'time', ""there's"", 'a', 'difference,', 'because', 'Officer', 'Forrester', ""isn't"", 'just', 'plotting', 'his', 'own', 'escape,', 'but', 'the', 'escape', 'of', 'all', '327', 'of', 'his', 'fellow', 'prisoners', 'as', 'well', '-', 'and', 'all', 'at', 'once.', 'In', 'fact', 'even', 'the', 'Germans', 'want', 'to', 'escape!']",1993-10-27,Stalag Luft
"['Comedy', 'Romance', 'TV Movie']",252946,en,"['Two', 'divorced', 'men', 'meet', 'and', 'become', 'friends,', 'but', 'unbeknownst', 'to', 'each', 'other,', 'start', 'dating', 'each', ""other's"", 'ex-wives.']",1972-10-03,Playmates
['War'],55149,en,"['An', 'Army', 'cameraman', 'is', 'embedded', 'with', 'a', 'reconnaissance', 'patrol', 'and', 'charts', 'their', 'mission', 'across', 'territory', 'controlled', 'by', 'the', 'North', 'Vietnamese.']",1989-03-22,84C MoPic
"['Drama', 'Romance', 'Comedy']",1383280,en,"['A', 'savvy', 'but', 'overlooked', 'real', 'estate', 'developer', 'in', 'New', 'York', 'is', 'tasked', 'with', 'closing', 'the', 'deal', 'of', 'a', 'lifetime', 'with', 'an', 'eccentric', 'billionaire', 'in', 'her', 'small', 'Vermont', 'hometown.', 'Once', 'there,', 'she', 'competes', 'with', 'a', 'ruthless', 'rival,', 'must', 'face', 'her', 'estranged', 'Hispanic', 'family,', 'reconnects', 'with', 'her', 'childhood', 'sweetheart.', 'Along', 'the', 'way,', 'she', 'learns', 'that', 'the', 'true', 'magic', 'of', 'Christmas', 'is', 'forgiveness,', 'family,', 'and…', 'horses.']",2024-11-12,Christmas Cowboy
"['Romance', 'Drama']",1317672,en,"['June', 'moves', 'to', 'Italy', 'for', 'a', 'fresh', 'start', 'after', 'her', ""brother's"", 'death.', 'At', 'her', 'new', 'elite', 'school,', 'she', 'is', 'drawn', 'to', 'James,', 'a', 'dangerous', 'bully', 'involved', 'in', 'clandestine', 'MMA', 'fights,', 'but', 'begins', 'dating', 'his', 'best', 'friend,', 'Will,', 'the', 'perfect', 'honor', 'student.', 'However,', 'appearances', 'can', 'be', 'deceiving,', 'and', 'June', 'soon', 'discovers', 'that', 'no', 'one', 'at', 'her', 'school', 'is', 'who', 'they', 'seem,', 'as', 'everyone', 'is', 'hiding', 'a', 'secret.', 'As', 'tensions', 'rise', 'and', 'hidden', 'truths', 'come', 'to', 'light,', 'June', 'must', 'decide', 'where', 'her', 'heart', 'truly', 'belongs.']",2026-02-12,Love Me Love Me
['Comedy'],765217,en,"['In', 'this', 'mockumentary,', 'Kevin', 'Smith', 'plays', 'himself', 'covering', 'the', 'story', 'of', 'a', 'New', 'Zealand', 'town', 'after', 'the', 'discovery', 'that', 'a', 'local', 'shellfish,', 'the', 'geoduck', '(pronounced', '""gooey', 'duck"")', 'has', 'the', 'properties', 'of', 'Viagra.']",2001-07-19,Love Mussel
['Documentary'],740489,sk,"['A', 'Grandfather', 'recounts', 'his', 'life', 'under', 'communist', 'rule,', 'from', 'apprentice', 'miner', 'to', 'prisoner', 'to', 'pensioner.']",1989-01-01,Hurá
"['Mystery', 'Drama']",752564,fr,"['In', 'Paris,', 'a', 'young', 'girl', 'is', 'found', 'dead', 'in', 'a', 'Parisian', 'square,', 'wearing', 'an', 'evening', 'dress.', 'Commissioner', 'Maigret', 'will', 'try', 'to', 'identify', 'her', 'and', 'then', 'understand', 'what', 'happened', 'to', 'the', 'victim.']",2022-02-23,Maigret
"['Animation', 'Comedy', 'Adventure', 'Music']",161862,en,"['Bosko', 'runs', 'a', 'movie', 'theater', 'that', 'shows', 'a', 'wacky', 'newsreel', 'with', 'Jack', 'Dumpsey,', 'a', 'slapstick', 'short', 'from', 'Haurel', 'and', 'Lardy,', 'and', 'a', 'turn-of-the-century', 'melodrama', 'starring', 'Honey.']",1933-08-26,Bosko's Picture Show
"['Comedy', 'Romance']",43006,en,"['Famed', 'movie', 'director', 'Paul', 'Robaix', 'breaks', 'with', 'tradition', 'by', 'not', 'casting', 'his', 'actress-comedienne', 'wife,', 'Lucy', 'Dell,', 'in', 'his', 'latest', 'film', 'production,', 'a', 'version', 'of', 'Madame', 'Butterfly.', 'Undaunted,', 'the', 'resourceful', 'Lucy', 'wings', 'her', 'way', 'to', 'Tokyo', 'and,', 'masquerading', 'as', 'a', 'Japanese', 'geisha,', 'lands', 'the', 'coveted', 'role', 'from', 'her', 'unsuspecting', 'husband!', 'But', 'in', 'front', 'of', 'the', 'cameras', '(and', 'behind', 'the', 'pancake', 'makeup),', 'Lucy', 'faces', 'greater', 'challenges:', 'her', 'lecherous', 'leading', 'man', '-', 'and', 'a', 'husband', 'who', 'is', 'beginning', 'to', 'realize', 'that', 'his', 'talented', 'new', '""discovery""', 'seems', 'vaguely', 'familiar...']",1962-03-09,My Geisha
['Comedy'],1361661,tr,"['The', 'story', 'of', 'a', 'rich', 'girl', 'who', 'switches', 'places', 'with', 'her', 'maid', 'to', 'find', 'out', 'if', 'her', 'boyfriend', 'loves', 'her.']",1976-04-01,Arabacının Aşkı
"['Thriller', 'Horror', 'Mystery']",29512,en,"['After', 'years', 'of', 'being', 'browbeaten', 'and', 'walked', 'on,', 'a', 'man', 'wakes', 'one', 'day', 'wearing', 'an', 'expressionless', 'mask,', 'fitted', 'with', 'a', 'personality', 'that', 'enables', 'him', 'to', 'take', 'revenge.']",2000-02-13,Bruiser
"['Comedy', 'Crime']",221427,no,"['Detective', 'Robert', 'has', 'his', 'own', 'office,', 'a', 'trench', 'coat,', 'a', 'Bogart', 'hat', 'and', 'Downs', 'syndrome.', 'The', 'only', 'thing', 'he', 'is', 'missing', 'is', 'a', 'case.', 'Then', 'a', 'lady', 'comes', 'to', 'his', 'rescue.']",2013-10-25,Detective Downs
"['Animation', 'Adventure', 'Comedy', 'Family']",1154304,es,"['In', '1886,', 'orphaned', 'Irish', 'siblings', 'Mary', 'and', 'Tom', 'arrive', 'in', 'New', 'York', 'City', 'via', 'ocean', 'liner,', 'and', 'quickly', 'find', 'themselves', 'on', 'a', 'wild,', 'cross-country', 'journey', 'aboard', 'a', 'transcontinental', ""'Orphan"", ""Train',"", 'where', 'they', 'meet', 'an', 'extraordinary', 'new', 'friend', 'who', 'will', 'change', 'their', 'lives', 'forever.']",2024-08-14,Buffalo Kids
